ID,System_ID,System_Number,Link_ID,Sequence,Distance,Link_Length,Link_Label,From,To,Direction,Link,TMC,TMC_Code
1,1,"MA 10116
",-90784010,1,0.00,0.10,"CARATOKE HWY
","NC-34
","E RIDGE RD
","E
","link [hereA0110] -90784010
","tmc [hereA0110] 110-09303
","110N09303
"
306,5,"MA 103011",125314860,2,0.15,0.19,"SOUTHEAST BLVD","SOUTHWEST BLVD","ROBINSON RD",NW,"link [hereA0125] 125314860","tmc [hereA0125] 125+06927",125P06927
307,5,"MA 103011",102387222,3,0.34,0.18,"SOUTHEAST BLVD","ROBINSON RD",,NW,"link [hereA0125] 102387222","tmc [hereA0125] 125+06927",125P06927
308,5,"MA 103011",102387225,4,0.53,0.08,"SOUTHEAST BLVD",,"COMMERCE ST",N,"link [hereA0125] 102387225","tmc [hereA0125] 125+06927",125P06927
309,5,"MA 103011",102387226,5,0.61,0.23,"SOUTHEAST BLVD","COMMERCE ST","MARTIN LUTHER KING JR BLVD",N,"link [hereA0125] 102387226","tmc [hereA0125] 125+06927",125P06927
310,5,"MA 103011",109854800,6,0.84,0.04,"SOUTHEAST BLVD","MARTIN LUTHER KING JR BLVD",,N,"link [hereA0125] 109854800","tmc [hereA0125] 125+06555",125P06555
311,5,"MA 103011",924030960,7,0.88,0.15,"SOUTHEAST BLVD",,,N,"link [hereA0125] 924030960","tmc [hereA0125] 125+06555",125P06555
312,5,"MA 103011",924030961,8,1.03,0.01,"SOUTHEAST BLVD",,"E RAILROAD ST",N,"link [hereA0125] 924030961","tmc [hereA0125] 125+06555",125P06555
313,5,"MA 103011",102387228,9,1.03,0.20,"SOUTHEAST BLVD","E RAILROAD ST","WARSAW RD",N,"link [hereA0125] 102387228","tmc [hereA0125] 125+06555",125P06555
314,5,"MA 103011",22941690,10,1.23,0.13,"SOUTHEAST BLVD","WARSAW RD","PUGH RD",N,"link [hereA0125] 22941690","tmc [hereA0125] 125+09081",125P09081
315,5,"MA 103011",102385458,11,1.37,0.05,"SOUTHEAST BLVD","PUGH RD","ROBINSON LN",N,"link [hereA0125] 102385458","tmc [hereA0125] 125+09081",125P09081
316,5,"MA 103011",109849811,12,1.42,0.45,"SOUTHEAST BLVD","ROBINSON LN","FAISON HWY",N,"link [hereA0125] 109849811","tmc [hereA0125] 125+09081",125P09081
317,5,"MA 103011",102385462,13,1.87,0.10,"NORTHEAST BLVD","FAISON HWY","UNDERWOOD ST",NW,"link [hereA0125] 102385462","tmc [hereA0125] 125+09082",125P09082
318,5,"MA 103011",125314857,14,1.97,0.08,"NORTHEAST BLVD","UNDERWOOD ST",,NW,"link [hereA0125] 125314857","tmc [hereA0125] 125+09082",125P09082
319,5,"MA 103011",125314858,15,2.05,0.04,"NORTHEAST BLVD",,,NW,"link [hereA0125] 125314858","tmc [hereA0125] 125+09082",125P09082
320,5,"MA 103011",125314856,16,2.09,0.02,"NORTHEAST BLVD",,"RALEIGH RD",NW,"link [hereA0125] 125314856","tmc [hereA0125] 125+09082",125P09082
321,5,"MA 103011",102385468,17,2.11,0.06,"NORTHEAST BLVD","RALEIGH RD","PEACHTREE RD",NW,"link [hereA0125] 102385468","tmc [hereA0125] 125+09082",125P09082
322,5,"MA 103011",102385470,18,2.16,0.16,"NORTHEAST BLVD","PEACHTREE RD","SMITH ST",NW,"link [hereA0125] 102385470","tmc [hereA0125] 125+09082",125P09082
323,5,"MA 103011",102385472,19,2.32,0.10,"NORTHEAST BLVD","SMITH ST","WILLOW RD",NW,"link [hereA0125] 102385472","tmc [hereA0125] 125+09082",125P09082
324,5,"MA 103011",102385474,20,2.42,0.03,"NORTHEAST BLVD","WILLOW RD","WILSON ST",NW,"link [hereA0125] 102385474","tmc [hereA0125] 125+09082",125P09082
325,5,"MA 103011",125314700,21,2.45,0.07,"NORTHEAST BLVD","WILSON ST","PARK AVE",NW,"link [hereA0125] 125314700","tmc [hereA0125] 125+09082",125P09082
326,5,"MA 103011",125314701,22,2.52,0.01,"NORTHEAST BLVD","PARK AVE","PETERSON ST",NW,"link [hereA0125] 125314701","tmc [hereA0125] 125+09082",125P09082
327,5,"MA 103011",102385479,23,2.53,0.07,"NORTHEAST BLVD","PETERSON ST","GROVE ST",NW,"link [hereA0125] 102385479","tmc [hereA0125] 125+09082",125P09082
328,5,"MA 103011",102385480,24,2.61,0.03,"NORTHEAST BLVD","GROVE ST","KIMBROUGH RD",NW,"link [hereA0125] 102385480","tmc [hereA0125] 125+09082",125P09082
329,5,"MA 103011",102385460,25,2.64,0.17,"NORTHEAST BLVD","KIMBROUGH RD","MCARTHUR LN",NW,"link [hereA0125] 102385460","tmc [hereA0125] 125+09082",125P09082
330,5,"MA 103011",102385461,26,2.81,0.15,"NORTHEAST BLVD","MCARTHUR LN","ISAAC WEEKS RD",NW,"link [hereA0125] 102385461","tmc [hereA0125] 125+09082",125P09082
331,5,"MA 103011",125314687,27,2.96,0.02,"NORTHEAST BLVD","ISAAC WEEKS RD",,NW,"link [hereA0125] 125314687","tmc [hereA0125] 125+06929",125P06929
332,6,"MA 103011",-125314687,1,0.00,0.02,"NORTHEAST BLVD",,"ISAAC WEEKS RD",SE,"link [hereA0125] -125314687","tmc [hereA0125] 125-09082",125N09082
333,6,"MA 103011",-102385461,2,0.02,0.15,"NORTHEAST BLVD","ISAAC WEEKS RD","MCARTHUR LN",SE,"link [hereA0125] -102385461","tmc [hereA0125] 125-09081",125N09081
334,6,"MA 103011",-102385460,3,0.17,0.17,"NORTHEAST BLVD","MCARTHUR LN","KIMBROUGH RD",SE,"link [hereA0125] -102385460","tmc [hereA0125] 125-09081",125N09081
335,6,"MA 103011",-102385480,4,0.34,0.03,"NORTHEAST BLVD","KIMBROUGH RD","GROVE ST",SE,"link [hereA0125] -102385480","tmc [hereA0125] 125-09081",125N09081
336,6,"MA 103011",-102385479,5,0.37,0.07,"NORTHEAST BLVD","GROVE ST","PETERSON ST",SE,"link [hereA0125] -102385479","tmc [hereA0125] 125-09081",125N09081
337,6,"MA 103011",-125314701,6,0.45,0.01,"NORTHEAST BLVD","PETERSON ST","PARK AVE",SE,"link [hereA0125] -125314701","tmc [hereA0125] 125-09081",125N09081
338,6,"MA 103011",-125314700,7,0.46,0.07,"NORTHEAST BLVD","PARK AVE","WILSON ST",SE,"link [hereA0125] -125314700","tmc [hereA0125] 125-09081",125N09081
339,6,"MA 103011",-102385474,8,0.53,0.03,"NORTHEAST BLVD","WILSON ST","WILLOW RD",SE,"link [hereA0125] -102385474","tmc [hereA0125] 125-09081",125N09081
340,6,"MA 103011",-102385472,9,0.56,0.10,"NORTHEAST BLVD","WILLOW RD","SMITH ST",SE,"link [hereA0125] -102385472","tmc [hereA0125] 125-09081",125N09081
341,6,"MA 103011",-102385470,10,0.66,0.16,"NORTHEAST BLVD","SMITH ST","PEACHTREE RD",SE,"link [hereA0125] -102385470","tmc [hereA0125] 125-09081",125N09081
342,6,"MA 103011",-102385468,11,0.82,0.06,"NORTHEAST BLVD","PEACHTREE RD","RALEIGH RD",SE,"link [hereA0125] -102385468","tmc [hereA0125] 125-09081",125N09081
343,6,"MA 103011",-125314856,12,0.87,0.02,"NORTHEAST BLVD","RALEIGH RD",,SE,"link [hereA0125] -125314856","tmc [hereA0125] 125-09081",125N09081
344,6,"MA 103011",-125314858,13,0.89,0.04,"NORTHEAST BLVD",,,SE,"link [hereA0125] -125314858","tmc [hereA0125] 125-09081",125N09081
345,6,"MA 103011",-125314857,14,0.93,0.08,"NORTHEAST BLVD",,"UNDERWOOD ST",SE,"link [hereA0125] -125314857","tmc [hereA0125] 125-09081",125N09081
346,6,"MA 103011",-102385462,15,1.01,0.10,"NORTHEAST BLVD","UNDERWOOD ST","FAISON HWY",SE,"link [hereA0125] -102385462","tmc [hereA0125] 125-09081",125N09081
347,6,"MA 103011",-109849811,16,1.11,0.45,"SOUTHEAST BLVD","FAISON HWY","ROBINSON LN",SE,"link [hereA0125] -109849811","tmc [hereA0125] 125-06928",125N06928
348,6,"MA 103011",-102385458,17,1.56,0.05,"SOUTHEAST BLVD","ROBINSON LN","PUGH RD",S,"link [hereA0125] -102385458","tmc [hereA0125] 125-06928",125N06928
349,6,"MA 103011",-22941690,18,1.61,0.13,"SOUTHEAST BLVD","PUGH RD","WARSAW RD",S,"link [hereA0125] -22941690","tmc [hereA0125] 125-06928",125N06928
350,6,"MA 103011",-102387228,19,1.74,0.20,"SOUTHEAST BLVD","WARSAW RD","E RAILROAD ST",S,"link [hereA0125] -102387228","tmc [hereA0125] 125-06927",125N06927
351,6,"MA 103011",-924030961,20,1.95,0.01,"SOUTHEAST BLVD","E RAILROAD ST",,S,"link [hereA0125] -924030961","tmc [hereA0125] 125-06927",125N06927
352,6,"MA 103011",-924030960,21,1.95,0.15,"SOUTHEAST BLVD",,,S,"link [hereA0125] -924030960","tmc [hereA0125] 125-06927",125N06927
353,6,"MA 103011",-109854800,22,2.10,0.04,"SOUTHEAST BLVD",,"MARTIN LUTHER KING JR BLVD",S,"link [hereA0125] -109854800","tmc [hereA0125] 125-06927",125N06927
354,6,"MA 103011",-102387226,23,2.14,0.23,"SOUTHEAST BLVD","MARTIN LUTHER KING JR BLVD","COMMERCE ST",S,"link [hereA0125] -102387226","tmc [hereA0125] 125-06926",125N06926
355,6,"MA 103011",-102387225,24,2.37,0.08,"SOUTHEAST BLVD","COMMERCE ST",,SE,"link [hereA0125] -102387225","tmc [hereA0125] 125-06926",125N06926
356,6,"MA 103011",-102387222,25,2.45,0.18,"SOUTHEAST BLVD",,"ROBINSON RD",S,"link [hereA0125] -102387222","tmc [hereA0125] 125-06926",125N06926
357,6,"MA 103011",-125314860,26,2.64,0.19,"SOUTHEAST BLVD","ROBINSON RD","SOUTHWEST BLVD",SE,"link [hereA0125] -125314860","tmc [hereA0125] 125-06926",125N06926
358,6,"MA 103011",-125314862,27,2.82,0.15,"SOUTHEAST BLVD","SOUTHWEST BLVD","ROWAN RD",SE,"link [hereA0125] -125314862","tmc [hereA0125] 125-06926",125N06926
